query_id,query_pattern,latency_ms,result_rows,result_preview,error,mode
T120,Temporal,27.63,600,"{'_source': {'id1': 'id004', 'id2': 'id004', 'value': 64.482325}}",,asap
T121,Temporal,27.94,600,"{'_source': {'id1': 'id076', 'id2': 'id087', 'value': 92.412412}}",,asap
T122,Temporal,27.51,600,"{'_source': {'id1': 'id078', 'id2': 'id044', 'value': 88.342066}}",,asap
T123,Temporal,30.78,600,"{'_source': {'id1': 'id026', 'id2': 'id007', 'value': 81.998692}}",,asap
T124,Temporal,25.71,600,"{'_source': {'id1': 'id080', 'id2': 'id052', 'value': 2.681232}}",,asap
T125,Temporal,17.32,600,"{'_source': {'id1': 'id023', 'id2': 'id050', 'value': 50.104541}}",,asap
T126,Temporal,16.28,600,"{'_source': {'id1': 'id033', 'id2': 'id061', 'value': 68.904335}}",,asap
T127,Temporal,30.10,600,"{'_source': {'id1': 'id063', 'id2': 'id024', 'value': 79.081916}}",,asap
T128,Temporal,29.23,600,"{'_source': {'id1': 'id097', 'id2': 'id049', 'value': 14.770273}}",,asap
T129,Temporal,27.14,600,"{'_source': {'id1': 'id076', 'id2': 'id087', 'value': 92.175115}}",,asap
T130,Temporal,29.07,600,"{'_source': {'id1': 'id001', 'id2': 'id099', 'value': 81.440622}}",,asap
T131,Temporal,26.16,600,"{'_source': {'id1': 'id002', 'id2': 'id050', 'value': 94.7609}}",,asap
T132,Temporal,28.75,600,"{'_source': {'id1': 'id064', 'id2': 'id012', 'value': 99.216957}}",,asap
T133,Temporal,27.00,600,"{'_source': {'id1': 'id001', 'id2': 'id038', 'value': 48.12509}}",,asap
T134,Temporal,28.52,600,"{'_source': {'id1': 'id027', 'id2': 'id060', 'value': 68.676269}}",,asap
T135,Temporal,26.83,600,"{'_source': {'id1': 'id006', 'id2': 'id082', 'value': 76.549792}}",,asap
T136,Temporal,30.05,600,"{'_source': {'id1': 'id099', 'id2': 'id083', 'value': 16.410058}}",,asap
T137,Temporal,31.63,600,"{'_source': {'id1': 'id004', 'id2': 'id001', 'value': 48.984453}}",,asap
T138,Temporal,12.71,600,"{'_source': {'id1': 'id044', 'id2': 'id018', 'value': 10.262823}}",,asap
T139,Temporal,29.60,600,"{'_source': {'id1': 'id095', 'id2': 'id068', 'value': 12.817064}}",,asap
T140,Temporal,21.33,600,"{'_source': {'id1': 'id094', 'id2': 'id003', 'value': 78.822266}}",,asap
T141,Temporal,28.04,600,"{'_source': {'id1': 'id001', 'id2': 'id085', 'value': 77.287933}}",,asap
T142,Temporal,26.23,600,"{'_source': {'id1': 'id027', 'id2': 'id014', 'value': 23.692715}}",,asap
T143,Temporal,27.34,600,"{'_source': {'id1': 'id067', 'id2': 'id078', 'value': 98.302523}}",,asap
T144,Temporal,33.25,600,"{'_source': {'id1': 'id042', 'id2': 'id012', 'value': 14.872068}}",,asap
T145,Temporal,12.53,600,"{'_source': {'id1': 'id094', 'id2': 'id099', 'value': 47.039199}}",,asap
T146,Temporal,28.29,600,"{'_source': {'id1': 'id099', 'id2': 'id025', 'value': 49.148119}}",,asap
T147,Temporal,28.94,600,"{'_source': {'id1': 'id063', 'id2': 'id086', 'value': 11.164059}}",,asap
T148,Temporal,28.39,600,"{'_source': {'id1': 'id031', 'id2': 'id087', 'value': 83.598235}}",,asap
T149,Temporal,29.47,600,"{'_source': {'id1': 'id083', 'id2': 'id028', 'value': 55.527094}}",,asap
T150,Temporal,28.37,600,"{'_source': {'id1': 'id064', 'id2': 'id029', 'value': 16.320518}}",,asap
T151,Temporal,29.27,600,"{'_source': {'id1': 'id062', 'id2': 'id013', 'value': 40.645297}}",,asap
T152,Temporal,31.62,600,"{'_source': {'id1': 'id009', 'id2': 'id077', 'value': 98.581523}}",,asap
